IP,Hostname,Port,Port Protocol,CVSS,Severity,Solution Type,NVT Name,Summary,Specific Result,NVT OID,CVEs,Task ID,Task Name,Timestamp,Result ID,Impact,Solution,Affected Software/OS,Vulnerability Insight,Vulnerability Detection Method,Product Detection Result,BIDs,CERTs,Other References
10.100.0.10,,8443,tcp,0.0,Log,"","HTTP Security Headers Detection","Missing Headers                   
---------------                   
Content-Security-Policy           
Referrer-Policy                   
X-Content-Type-Options            
X-Frame-Options                   
X-Permitted-Cross-Domain-Policies 
X-XSS-Protection                  

","Missing Headers                   
---------------                   
Content-Security-Policy           
Referrer-Policy                   
X-Content-Type-Options            
X-Frame-Options                   
X-Permitted-Cross-Domain-Policies 
X-XSS-Protection                  

",1.3.6.1.4.1.25623.1.0.112081,"",0e26a328-88dc-4988-83f9-bb919819ea2e,"target_10-100-0-10",2020-01-28T15:57:34Z,fb164ffd-4f08-49a7-9a20-0ef55b6ed415,"","","","","
Details:
HTTP Security Headers Detection
(OID: 1.3.6.1.4.1.25623.1.0.112081)
","","","",""
10.100.0.10,,,,0.0,Log,"","ICMP Timestamp Detection","","Vulnerability was detected according to the Vulnerability Detection Method.",1.3.6.1.4.1.25623.1.0.103190,"CVE-1999-0524",0e26a328-88dc-4988-83f9-bb919819ea2e,"target_10-100-0-10",2020-01-28T15:57:34Z,9bae8045-e8d2-4e50-80d3-1094445e2244,"","","","","
Details:
ICMP Timestamp Detection
(OID: 1.3.6.1.4.1.25623.1.0.103190)
","","","",""
10.100.0.10,,,,0.0,Log,"","OpenSSH Detection Consolidation","Detected OpenSSH Server

Version:       7.6p1
Location:      22/tcp
CPE:           cpe:/a:openbsd:openssh:7.6p1

Concluded from version/product identification result:
SSH-2.0-OpenSSH_7.6p1 Ubuntu-4ubuntu0.3
","Detected OpenSSH Server

Version:       7.6p1
Location:      22/tcp
CPE:           cpe:/a:openbsd:openssh:7.6p1

Concluded from version/product identification result:
SSH-2.0-OpenSSH_7.6p1 Ubuntu-4ubuntu0.3
",1.3.6.1.4.1.25623.1.0.108577,"",0e26a328-88dc-4988-83f9-bb919819ea2e,"target_10-100-0-10",2020-01-28T15:57:34Z,fa978362-1833-49d8-81d7-8690a7e15a65,"","","","","
Details:
OpenSSH Detection Consolidation
(OID: 1.3.6.1.4.1.25623.1.0.108577)
","","","",""
10.100.0.10,,,,0.0,Log,"","OS Detection Consolidation and Reporting","Best matching OS:

OS:           Ubuntu
Version:      18.04
CPE:          cpe:/o:canonical:ubuntu_linux:18.04
Found by NVT: 1.3.6.1.4.1.25623.1.0.105586 (SSH OS Identification)
Concluded from SSH banner on port 22/tcp: SSH-2.0-OpenSSH_7.6p1 Ubuntu-4ubuntu0.3
Setting key ""Host/runs_unixoide"" based on this information
","Best matching OS:

OS:           Ubuntu
Version:      18.04
CPE:          cpe:/o:canonical:ubuntu_linux:18.04
Found by NVT: 1.3.6.1.4.1.25623.1.0.105586 (SSH OS Identification)
Concluded from SSH banner on port 22/tcp: SSH-2.0-OpenSSH_7.6p1 Ubuntu-4ubuntu0.3
Setting key ""Host/runs_unixoide"" based on this information
",1.3.6.1.4.1.25623.1.0.105937,"",0e26a328-88dc-4988-83f9-bb919819ea2e,"target_10-100-0-10",2020-01-28T15:57:34Z,648fe4d7-782f-416a-93db-efaceed6e33b,"","","","","
Details:
OS Detection Consolidation and Reporting
(OID: 1.3.6.1.4.1.25623.1.0.105937)
","","","",""
10.100.0.10,,8443,tcp,0.0,Log,"","Services","A TLScustom server answered on this port

","A TLScustom server answered on this port

",1.3.6.1.4.1.25623.1.0.10330,"",0e26a328-88dc-4988-83f9-bb919819ea2e,"target_10-100-0-10",2020-01-28T15:57:34Z,23c46761-139f-4f41-85de-fc8bfe581a79,"","","","","
Details:
Services
(OID: 1.3.6.1.4.1.25623.1.0.10330)
","","","",""
10.100.0.10,,8080,tcp,0.0,Log,"","Services","A web server is running on this port
","A web server is running on this port
",1.3.6.1.4.1.25623.1.0.10330,"",0e26a328-88dc-4988-83f9-bb919819ea2e,"target_10-100-0-10",2020-01-28T15:57:34Z,0a70376f-3b93-4091-b452-f908f6465e32,"","","","","
Details:
Services
(OID: 1.3.6.1.4.1.25623.1.0.10330)
","","","",""
10.100.0.10,,22,tcp,0.0,Log,"","Services","An ssh server is running on this port
","An ssh server is running on this port
",1.3.6.1.4.1.25623.1.0.10330,"",0e26a328-88dc-4988-83f9-bb919819ea2e,"target_10-100-0-10",2020-01-28T15:57:34Z,8e627569-5ac4-47e4-856a-17876b9c039f,"","","","","
Details:
Services
(OID: 1.3.6.1.4.1.25623.1.0.10330)
","","","",""
10.100.0.10,,8443,tcp,0.0,Log,"","Services","A web server is running on this port through SSL
","A web server is running on this port through SSL
",1.3.6.1.4.1.25623.1.0.10330,"",0e26a328-88dc-4988-83f9-bb919819ea2e,"target_10-100-0-10",2020-01-28T15:57:34Z,aba12eea-2c4e-4527-8b17-a587555564ab,"","","","","
Details:
Services
(OID: 1.3.6.1.4.1.25623.1.0.10330)
","","","",""
10.100.0.10,,8880,tcp,0.0,Log,"","Services","A web server is running on this port
","A web server is running on this port
",1.3.6.1.4.1.25623.1.0.10330,"",0e26a328-88dc-4988-83f9-bb919819ea2e,"target_10-100-0-10",2020-01-28T15:57:34Z,22c364c7-dbe8-4771-9f94-792d64642d74,"","","","","
Details:
Services
(OID: 1.3.6.1.4.1.25623.1.0.10330)
","","","",""
10.100.0.10,,161,udp,0.0,Log,"","SNMP Login Failed For Authenticated Checks","","Vulnerability was detected according to the Vulnerability Detection Method.",1.3.6.1.4.1.25623.1.0.108541,"",0e26a328-88dc-4988-83f9-bb919819ea2e,"target_10-100-0-10",2020-01-28T15:57:34Z,37fd596c-8812-43dc-bbd1-af7ff098d832,"","Recheck the SNMPv1/SNMPv2 community string or SNMPv3 credentials
  as well as the output of the VT 'A SNMP Agent is running' (OID: 1.3.6.1.4.1.25623.1.0.10265).","","","
Details:
SNMP Login Failed For Authenticated Checks
(OID: 1.3.6.1.4.1.25623.1.0.108541)
","","","",""
10.100.0.10,,22,tcp,0.0,Log,"","SSH Protocol Algorithms Supported","The following options are supported by the remote ssh service:

kex_algorithms:
curve25519-sha256,curve25519-sha256@libssh.org,ecdh-sha2-nistp256,ecdh-sha2-nistp384,ecdh-sha2-nistp521,diffie-hellman-group-exchange-sha256,diffie-hellman-group16-sha512,diffie-hellman-group18-sha512,diffie-hellman-group14-sha256,diffie-hellman-group14-sha1

server_host_key_algorithms:
ssh-rsa,rsa-sha2-512,rsa-sha2-256,ecdsa-sha2-nistp256,ssh-ed25519

encryption_algorithms_client_to_server:
chacha20-poly1305@openssh.com,aes128-ctr,aes192-ctr,aes256-ctr,aes128-gcm@openssh.com,aes256-gcm@openssh.com

encryption_algorithms_server_to_client:
chacha20-poly1305@openssh.com,aes128-ctr,aes192-ctr,aes256-ctr,aes128-gcm@openssh.com,aes256-gcm@openssh.com

mac_algorithms_client_to_server:
umac-64-etm@openssh.com,umac-128-etm@openssh.com,hmac-sha2-256-etm@openssh.com,hmac-sha2-512-etm@openssh.com,hmac-sha1-etm@openssh.com,umac-64@openssh.com,umac-128@openssh.com,hmac-sha2-256,hmac-sha2-512,hmac-sha1

mac_algorithms_server_to_client:
umac-64-etm@openssh.com,umac-128-etm@openssh.com,hmac-sha2-256-etm@openssh.com,hmac-sha2-512-etm@openssh.com,hmac-sha1-etm@openssh.com,umac-64@openssh.com,umac-128@openssh.com,hmac-sha2-256,hmac-sha2-512,hmac-sha1

compression_algorithms_client_to_server:
none,zlib@openssh.com

compression_algorithms_server_to_client:
none,zlib@openssh.com


","The following options are supported by the remote ssh service:

kex_algorithms:
curve25519-sha256,curve25519-sha256@libssh.org,ecdh-sha2-nistp256,ecdh-sha2-nistp384,ecdh-sha2-nistp521,diffie-hellman-group-exchange-sha256,diffie-hellman-group16-sha512,diffie-hellman-group18-sha512,diffie-hellman-group14-sha256,diffie-hellman-group14-sha1

server_host_key_algorithms:
ssh-rsa,rsa-sha2-512,rsa-sha2-256,ecdsa-sha2-nistp256,ssh-ed25519

encryption_algorithms_client_to_server:
chacha20-poly1305@openssh.com,aes128-ctr,aes192-ctr,aes256-ctr,aes128-gcm@openssh.com,aes256-gcm@openssh.com

encryption_algorithms_server_to_client:
chacha20-poly1305@openssh.com,aes128-ctr,aes192-ctr,aes256-ctr,aes128-gcm@openssh.com,aes256-gcm@openssh.com

mac_algorithms_client_to_server:
umac-64-etm@openssh.com,umac-128-etm@openssh.com,hmac-sha2-256-etm@openssh.com,hmac-sha2-512-etm@openssh.com,hmac-sha1-etm@openssh.com,umac-64@openssh.com,umac-128@openssh.com,hmac-sha2-256,hmac-sha2-512,hmac-sha1

mac_algorithms_server_to_client:
umac-64-etm@openssh.com,umac-128-etm@openssh.com,hmac-sha2-256-etm@openssh.com,hmac-sha2-512-etm@openssh.com,hmac-sha1-etm@openssh.com,umac-64@openssh.com,umac-128@openssh.com,hmac-sha2-256,hmac-sha2-512,hmac-sha1

compression_algorithms_client_to_server:
none,zlib@openssh.com

compression_algorithms_server_to_client:
none,zlib@openssh.com


",1.3.6.1.4.1.25623.1.0.105565,"",0e26a328-88dc-4988-83f9-bb919819ea2e,"target_10-100-0-10",2020-01-28T15:57:34Z,40f40188-3906-407c-86d8-dc53eeff02d1,"","","","","
Details:
SSH Protocol Algorithms Supported
(OID: 1.3.6.1.4.1.25623.1.0.105565)
","","","",""
10.100.0.10,,22,tcp,0.0,Log,"","SSH Protocol Versions Supported","The remote SSH Server supports the following SSH Protocol Versions:
2.0

SSHv2 Fingerprint(s):
ecdsa-sha2-nistp256: cb:a3:eb:82:23:ea:01:f2:1b:4c:0d:16:97:13:7d:48
ssh-ed25519: d0:b8:eb:ce:80:bf:43:cd:96:44:31:d4:7a:ea:f8:09
ssh-rsa: 1f:24:7e:3c:fa:c2:cf:2c:ee:8f:e7:95:1f:da:49:5e
","The remote SSH Server supports the following SSH Protocol Versions:
2.0

SSHv2 Fingerprint(s):
ecdsa-sha2-nistp256: cb:a3:eb:82:23:ea:01:f2:1b:4c:0d:16:97:13:7d:48
ssh-ed25519: d0:b8:eb:ce:80:bf:43:cd:96:44:31:d4:7a:ea:f8:09
ssh-rsa: 1f:24:7e:3c:fa:c2:cf:2c:ee:8f:e7:95:1f:da:49:5e
",1.3.6.1.4.1.25623.1.0.100259,"",0e26a328-88dc-4988-83f9-bb919819ea2e,"target_10-100-0-10",2020-01-28T15:57:34Z,a2ca6b4b-ae05-48f5-b6a3-2c806da9fb56,"","","","","
Details:
SSH Protocol Versions Supported
(OID: 1.3.6.1.4.1.25623.1.0.100259)
","","","",""
10.100.0.10,,22,tcp,0.0,Log,"","SSH Server type and version","Remote SSH server banner: SSH-2.0-OpenSSH_7.6p1 Ubuntu-4ubuntu0.3
Remote SSH supported authentication: password,publickey
Remote SSH text/login banner: (not available)

This is probably:

- OpenSSH

Concluded from remote connection attempt with credentials:

Login:    OpenVAS-VT
Password: OpenVAS-VT
","Remote SSH server banner: SSH-2.0-OpenSSH_7.6p1 Ubuntu-4ubuntu0.3
Remote SSH supported authentication: password,publickey
Remote SSH text/login banner: (not available)

This is probably:

- OpenSSH

Concluded from remote connection attempt with credentials:

Login:    OpenVAS-VT
Password: OpenVAS-VT
",1.3.6.1.4.1.25623.1.0.10267,"",0e26a328-88dc-4988-83f9-bb919819ea2e,"target_10-100-0-10",2020-01-28T15:57:34Z,ad49672a-4121-440e-ae11-37ad53bf781f,"","","","","
Details:
SSH Server type and version
(OID: 1.3.6.1.4.1.25623.1.0.10267)
","","","",""
10.100.0.10,,8443,tcp,0.0,Log,"","SSL/TLS: Certificate - Self-Signed Certificate Detection","The certificate of the remote service is self signed.

Certificate details:
subject ...: CN=UniFi,OU=UniFi,O=ubnt.com,L=San Jose,ST=CA,C=US
subject alternative names (SAN):
UniFi
issued by .: CN=UniFi,OU=UniFi,O=ubnt.com,L=San Jose,ST=CA,C=US
serial ....: 5DF6A15E
valid from : 2019-12-15 21:10:54 UTC
valid until: 2022-03-19 21:10:54 UTC
fingerprint (SHA-1): ACFC2012BAAD4B002967DB17BB87932FA69BC22F
fingerprint (SHA-256): F87864E9AC921E62AB2B8A3B95A0C83D74DA8F6B2BC0CBFC15D2B225475EEB4D
","The certificate of the remote service is self signed.

Certificate details:
subject ...: CN=UniFi,OU=UniFi,O=ubnt.com,L=San Jose,ST=CA,C=US
subject alternative names (SAN):
UniFi
issued by .: CN=UniFi,OU=UniFi,O=ubnt.com,L=San Jose,ST=CA,C=US
serial ....: 5DF6A15E
valid from : 2019-12-15 21:10:54 UTC
valid until: 2022-03-19 21:10:54 UTC
fingerprint (SHA-1): ACFC2012BAAD4B002967DB17BB87932FA69BC22F
fingerprint (SHA-256): F87864E9AC921E62AB2B8A3B95A0C83D74DA8F6B2BC0CBFC15D2B225475EEB4D
",1.3.6.1.4.1.25623.1.0.103140,"",0e26a328-88dc-4988-83f9-bb919819ea2e,"target_10-100-0-10",2020-01-28T15:57:34Z,f1fd614f-5622-41f3-b0c9-aefa71fb10dd,"","","","","
Details:
SSL/TLS: Certificate - Self-Signed Certificate Detection
(OID: 1.3.6.1.4.1.25623.1.0.103140)
","","","",""
